Citation,Article Title,DOI,Wetland name,System,Class,Regime,Artificial,CW Water Chem,CW Soil ,Additional Modifiers,Source,Number Pools,Landuse,Nutrient Event Sampling,Category,Data_year first year of sampling,Location,Watershed Area (km^2),Lat,Long,Frequency,Age (years),Years monitored,Surface.area,What is P measured in?,How,Load_method,Notes,Article Title,TPloading g.m2.y,%retention,TPretention g.m2.y,Wetland name,Wetland.name,clusters8
Tanner 1995,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,,Ruakura Research Farm 5.5 days planted,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,1990,New Zealand,NA,-37.77245737,175.3116548,bimonthly,1,2,0.0019,Water,Bayesian Smoothing,other,Might consider mesocosm,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,105.85,68.97,73,Ruakura Research Farm 5.5 days planted,Ruakura Research Farm 5.5 days planted,1
Tanner 1995,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,,Ruakura Research Farm 5.5 days unplanted,Palustrine,Unconsolidated Bottom,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,1990,New Zealand,NA,-37.77245737,175.3116548,bimonthly,1,2,0.0019,Water,Bayesian Smoothing,other,Might consider mesocosm,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,105.85,37.93,40.15,Ruakura Research Farm 5.5 days unplanted,Ruakura Research Farm 5.5 days unplanted,2
Tanner 1995,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,,Ruakura Research Farm 3 days planted,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,1990,New Zealand,NA,-37.77245737,175.3116548,bimonthly,1,2,0.0019,Water,Bayesian Smoothing,other,Might consider mesocosm,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,160.6,15.91,25.55,Ruakura Research Farm 3 days planted,Ruakura Research Farm 3 days planted,1
Tanner 1995,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,,Ruakura Research Farm 3 days unplanted,Palustrine,Unconsolidated Bottom,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,1990,New Zealand,NA,-37.77245737,175.3116548,bimonthly,1,2,0.0019,Water,Bayesian Smoothing,other,Might consider mesocosm,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,193.45,41.51,80.3,Ruakura Research Farm 3 days unplanted,Ruakura Research Farm 3 days unplanted,2
Tanner 1995,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,10.1016/0043-1354(94)00140-3,Ruakura Research Farm 2 days unplanted,Palustrine,Unconsolidated Bottom,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,1990,New Zealand,NA,-37.77245737,175.3116548,bimonthly,1,2,0.0019,Water,Bayesian Smoothing,other,Might consider mesocosm,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,244.55,11.94,29.2,Ruakura Research Farm 2 days unplanted,Ruakura Research Farm 2 days unplanted,2
Tanner 1995,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,,Ruakura Research Farm 2 days planted,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,1990,New Zealand,NA,-37.77245737,175.3116548,bimonthly,1,2,0.0019,Water,Bayesian Smoothing,other,Might consider mesocosm,EFFECT OF LOADING RATE AND PLANTING ON TREATMENT OF DAIRY FARM WASTEWATERS IN CONSTRUCTED WETLANDS .2. REMOVAL OF NITROGEN AND PHOSPHORUS,292,40,116.8,Ruakura Research Farm 2 days planted,Ruakura Research Farm 2 days planted,1
Tanner 1998,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,10.2134/jeq1998.00472425002700020028x,Dairy Wetland L1,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Agriculture,N,Flow through,1990,New Zealand,,-37.78323152,175.3166989,biweekly,1,5,0.0019,Water,Bayesian Smoothing,other,,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,94.9,38,40.15,Dairy Wetland L1,Dairy Wetland L1,1
Tanner 1998,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,,Dairy Wetland L2,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Agriculture,N,Flow through,1990,New Zealand,,-37.78323152,175.3166989,biweekly,1,5,0.0019,Water,Bayesian Smoothing,other,,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,156.95,35,62.05,Dairy Wetland L2,Dairy Wetland L2,1
Tanner 1998,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,,Dairy Wetland L3,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Agriculture,N,Flow through,1990,New Zealand,,-37.78323152,175.3166989,biweekly,1,5,0.0019,Water,Bayesian Smoothing,other,,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,208.05,39,65.7,Dairy Wetland L3,Dairy Wetland L3,1
Tanner 1998,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,,Dairy Wetland L4,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Agriculture,N,Flow through,1990,New Zealand,,-37.78323152,175.3166989,biweekly,1,5,0.0019,Water,Bayesian Smoothing,other,,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,313.9,15,58.4,Dairy Wetland L4,Dairy Wetland L4,1
Tanner 1998,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,,Dairy Wetland L5,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Agriculture,N,Flow through,1990,New Zealand,,-37.78323152,175.3166989,biweekly,1,5,0.0019,Water,Bayesian Smoothing,other,,Relationships between loading rates and pollutant removal during maturation of gravel-bed constructed wetlands,445.3,19,102.2,Dairy Wetland L5,Dairy Wetland L5,1
Tanner 2005,Nutrient removal by a constructed wetland treating subsurface drainage from grazed dairy pasture,10.1016/j.agee.2004.05.008,Toenepi Constructed Wetland,Palustrine,Emergent,Intermittently Exposed,N,Acid,Mineral,,Runoff,1,Agriculture,Pooled Samples (autosampler)),Flow through,2001,New Zealand,0.026,-37.73325691,175.5833118,daily,1,2,0.026,Water,ISCO,ISCO,,Nutrient removal by a constructed wetland treating subsurface drainage from grazed dairy pasture,1.38,12,0.17,Toenepi Constructed Wetland,Toenepi Constructed Wetland,3
Tanner 2011,Multiyear Nutrient Removal Performance of Three Constructed Wetlands Intercepting Tile Drain Flows from Grazed Pastures,,Toenepi,Palustrine,Emergent,Semipermanently Flooded,N,No data,Mineral,,Runoff,NA,Agriculture,N,Flow through,2001,New Zealand,0.026,-37.73330782,175.5832904,daily,1,5,0.0293,Water,Flow-weighted concentrations,flow-weighted,LONG(ish) TERM data available,Multiyear Nutrient Removal Performance of Three Constructed Wetlands Intercepting Tile Drain Flows from Grazed Pastures,0.07,-101.2,-0.03,Toenepi,Toenepi,3
Tanner 2011,Multiyear Nutrient Removal Performance of Three Constructed Wetlands Intercepting Tile Drain Flows from Grazed Pastures,,Bog Burn,Palustrine,Emergent,Semipermanently Flooded,N,No data,Mineral,,Runoff,NA,Agriculture,N,Flow through,2003,New Zealand,0.017,-46.03329603,168.1999893,daily,1,4,0.01125,Water,Flow-weighted concentrations,flow-weighted,LONG(ish) TERM data available,Multiyear Nutrient Removal Performance of Three Constructed Wetlands Intercepting Tile Drain Flows from Grazed Pastures,0.44,-58.25,-0.14,Bog Burn,Bog Burn,3
Tanner 2011,Multiyear Nutrient Removal Performance of Three Constructed Wetlands Intercepting Tile Drain Flows from Grazed Pastures,10.2134/jeq2009.0470,Titoki,Palustrine,Emergent,Semipermanently Flooded,N,No data,Mineral,,Runoff,NA,Agriculture,N,Flow through,2001,New Zealand,0.0565,-35.71665796,174.0499893,daily,1,3,0.0898,Water,Flow-weighted concentrations,flow-weighted,LONG(ish) TERM data available,Multiyear Nutrient Removal Performance of Three Constructed Wetlands Intercepting Tile Drain Flows from Grazed Pastures,0.26,-24.33,-0.03,Titoki,Titoki,3
Tilak 2017,Evaluation of Ageratum conyzoides in field scale constructed wetlands (CWs) for domestic wastewater treatment,10.2166/wst.2017.119,ICRISAT CW1,Palustrine,Emergent,Permanently Flooded,N,Neutral,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,2014,India,,17.48972721,78.27984925,weekly,1,2,0.003,Water,Constant,Constant,,Evaluation of Ageratum conyzoides in field scale constructed wetlands (CWs) for domestic wastewater treatment,NA,NA,0,ICRISAT CW1,ICRISAT CW1,3
Toet 2005,The effect of hydraulic retention time on the removal of pollutants from sewage treatment plant effluent in a surface-flow wetland system,,Ditch D,Palustrine,Emergent,Permanently Flooded,N,Alkaline,No data,,Runoff,,Urban,N,,1997,Netherlands,,53.083,4.783,bimonthly,3,1,0.095,Water,Constant,Constant,,The effect of hydraulic retention time on the removal of pollutants from sewage treatment plant effluent in a surface-flow wetland system,28.57,-3.3,-0.94,Ditch D,Ditch D,3
Toet 2005,The effect of hydraulic retention time on the removal of pollutants from sewage treatment plant effluent in a surface-flow wetland system,,Ditch C,Palustrine,Emergent,Permanently Flooded,N,Alkaline,No data,,Runoff,,Urban,N,,1997,Netherlands,,53.083,4.783,bimonthly,3,1,0.095,Water,Constant,Constant,,The effect of hydraulic retention time on the removal of pollutants from sewage treatment plant effluent in a surface-flow wetland system,120.83,9,10.87,Ditch C,Ditch C,3
Toet 2005,The effect of hydraulic retention time on the removal of pollutants from sewage treatment plant effluent in a surface-flow wetland system,,Ditch B,Palustrine,Emergent,Permanently Flooded,N,Alkaline,No data,,Runoff,,Urban,N,,1997,Netherlands,,53.083,4.783,bimonthly,3,1,0.095,Water,Constant,Constant,,The effect of hydraulic retention time on the removal of pollutants from sewage treatment plant effluent in a surface-flow wetland system,361.71,-3.2,-11.57,Ditch B,Ditch B,3
Toet 2005,The effect of hydraulic retention time on the removal of pollutants from sewage treatment plant effluent in a surface-flow wetland system,,Ditch A,Palustrine,Emergent,Permanently Flooded,N,Alkaline,No data,,Runoff,,Urban,N,,1997,Netherlands,,53.083,4.783,bimonthly,3,1,0.095,Water,Constant,Constant,,The effect of hydraulic retention time on the removal of pollutants from sewage treatment plant effluent in a surface-flow wetland system,1072.01,-5.6,-60.03,Ditch A,Ditch A,3
Tolomio 2019,Multi-Year N and P Removal of a 10-Year-Old Surface Flow Constructed Wetland Treating Agricultural Drainage Waters,10.3390/agronomy9040170,U Padova SFCW,Palustrine,Emergent,Seasonally Flooded,Y,No data,Mineral,Pumped,Runoff,NA,Agriculture,N,Flow through,2007,Italy,,45.34810081,11.95302341,bimonthly,11,5,0.32,Water,Flow-weighted concentrations,flow-weighted,See table 4 for variance,Multi-Year N and P Removal of a 10-Year-Old Surface Flow Constructed Wetland Treating Agricultural Drainage Waters,6,77,4.59,U Padova SFCW,U Padova SFCW,3
Trentman 2020,Seasonal evaluation of biotic and abiotic factors suggests phosphorus retention in constructed floodplains in three agricultural streams,10.1016/j.scitotenv.2020.138744,Shatto Ditch Watershed,Riverine - Lower Perennial,Floodplain meadow,Intermittently Flooded,N,No data,No data,,Stream/River,NA,Floodplain,N,Floodplain,2017,"US, Indiana",,41.2124,86.04494,seasonally,10,2,0.3,Sediment,NA,NA,,Seasonal evaluation of biotic and abiotic factors suggests phosphorus retention in constructed floodplains in three agricultural streams,0,,0,Shatto Ditch Watershed,Shatto Ditch Watershed,4
Tu 2014,Application of a constructed wetland system for polluted stream remediation,10.1016/j.jhydrol.2013.12.015,Kapoing River Rail Bridge Constructed Wetland,Palustrine,Emergent,Permanently Flooded,N,Neutral,Mineral,WWT,Wastewater,5,Urban,N,Flow through,2011,Taiwan,,22.65625,120.4282,seasonally,1,2,15.5,Water,Constant,Constant,,Application of a constructed wetland system for polluted stream remediation,142.35,96,135.05,Kapoing River Rail Bridge Constructed Wetland,Kapoing River Rail Bridge Constructed Wetland,1
Ulen 2019,Seasonal variation in nutrient retention in a free water surface constructed wetland monitored with flow-proportional sampling and optical sensors,10.1016/j.ecoleng.2019.105588,Bergaholm P wetland,Palustrine,Emergent,Permanently Flooded,Y,No data,Mineral,,Runoff,1,Urban,N,,2012,Sweden,0.256,59.23398217,17.71217928,biweekly,3,4,0.08,Water,NA,NA,"Just provides percentages, but is a continuation of another study already in our database",Seasonal variation in nutrient retention in a free water surface constructed wetland monitored with flow-proportional sampling and optical sensors,19.4,43,8.34,Bergaholm P wetland,Bergaholm P wetland,1
Uusheimo 2018,High Nitrogen Removal in a Constructed Wetland Receiving Treated Wastewater in a Cold Climate,10.1021/acs.est.8b03032,Lammi CW Y1,Palustrine,Aquatic Bed,Permanently Flooded,Y,No data,Mineral,WWT,Wastewater,3,Urban,N,Flow through,2015,Finland,,61.08022205,24.98983877,biweekly,52,2,4,Water,Constant,Constant,52 YEARS OLD!! And still retaining P!! crazy!,High Nitrogen Removal in a Constructed Wetland Receiving Treated Wastewater in a Cold Climate,2.74,13.9,1.27,Lammi CW Y1,Lammi CW Y1,1
Uusheimo 2020,Long-Term (2001-2020) Nutrient Transport from a Small Boreal Agricultural Watershed: Hydrological Control and Potential of Retention Ponds,10.3390/w12102731,Koiransuolenoja Retention Ponds,Palustrine,Aquatic Bed,Permanently Flooded,N,No data,No data,,Stream/River,3,Floodplain,N,Flow through,2013,Finland,0.046,61.06697711,25.03346342,weekly,1,2,0.1247,Water,Constant,Constant,,Long-Term (2001-2020) Nutrient Transport from a Small Boreal Agricultural Watershed: Hydrological Control and Potential of Retention Ponds,0.08,4.3,0,Koiransuolenoja Retention Ponds,Koiransuolenoja Retention Ponds,2
Uwiimana 2018,"Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",,rice (Migina Catchment),Riverine - Lower Perennial,Floodplain meadow,NA,N,No data,Mineral,,Stream/River,NA,Agriculture,N,,2012/15,Rwanda's Southern Province,261,-2.533129649,29.69991416,monthly,NA,1,NA,Water,Flow-weighted concentrations,flow-weighted,"TP yield, and area provided as %","Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",NA,NA,NA,rice (Migina Catchment),rice (Migina Catchment),4
Uwiimana 2018,"Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",,vegetables (Migina Catchment),Riverine - Lower Perennial,Floodplain meadow,NA,N,No data,Mineral,,Stream/River,NA,Agriculture,N,,2012/16,Rwanda's Southern Province,261,-2.533129649,29.69991416,monthly,NA,1,NA,Water,Flow-weighted concentrations,flow-weighted,"TP yield, and area provided as %","Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",NA,NA,NA,vegetables (Migina Catchment),vegetables (Migina Catchment),4
Uwiimana 2018,"Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",,ploughed (Migina Catchment),Riverine - Lower Perennial,Floodplain meadow,NA,N,No data,Mineral,,Runoff,NA,Agriculture,N,,2012/17,Rwanda's Southern Province,261,-2.533129649,29.69991416,monthly,NA,1,NA,Water,Flow-weighted concentrations,flow-weighted,"TP yield, and area provided as %","Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",NA,NA,NA,ploughed (Migina Catchment),ploughed (Migina Catchment),3
Uwiimana 2018,"Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",10.1016/j.jenvman.2018.04.094,grass/forest (Migina Catchment),Riverine - Lower Perennial,Forested,NA,N,No data,Mineral,,Stream/River,NA,Agriculture,N,,2012/13,Rwanda's Southern Province,261,-2.533129649,29.69991416,monthly,NA,1,10%,Water,Flow-weighted concentrations,flow-weighted,"TP yield, and area provided as %","Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",NA,NA,NA,grass/forest (Migina Catchment),grass/forest (Migina Catchment),4
Uwiimana 2018,"Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",,ponds/reservoirs (Migina Catchment),Palustrine,Aquatic Bed,NA,N,No data,Mineral,,Stream/River,NA,Agriculture,N,,2012/14,Rwanda's Southern Province,261,-2.533129649,29.69991416,monthly,NA,1,6%,Water,Flow-weighted concentrations,flow-weighted,"TP yield, and area provided as %","Effects of agricultural land use on sediment and nutrient retention in valley-bottom wetlands of Migina catchment, southern Rwanda",NA,NA,NA,ponds/reservoirs (Migina Catchment),ponds/reservoirs (Migina Catchment),2
Uwimana 2022,Fluxes and retention of sediment and nutrients in valley bottom fish and rice farms and wetlands: impacts on surface water,10.1007/s11273-021-09854-0,Fish Ponds,Palustrine,Unconsolidated Bottom,Permanently Flooded,Y,No data,Mineral,,Stream/River,NA,Agriculture,N,Flow through,2012,Rwanda,,-2.583188241,29.75616823,monthly,30,1,0.1925,Water,Constant,Constant,,Fluxes and retention of sediment and nutrients in valley bottom fish and rice farms and wetlands: impacts on surface water,4.38,-48.48,9.04,Fish Ponds,Fish Ponds,2
Uwimana 2022,Fluxes and retention of sediment and nutrients in valley bottom fish and rice farms and wetlands: impacts on surface water,,Fish Ponds,Palustrine,Unconsolidated Bottom,Permanently Flooded,Y,No data,Mineral,,Stream/River,NA,Agriculture,N,Flow through,2012,Rwanda,,-2.583188241,29.75616823,sediment,30,1,0.1925,Sediment,NA,NA,Not much retained in sediment cause most is going into biomass of fish and veg and then being removed.,Fluxes and retention of sediment and nutrients in valley bottom fish and rice farms and wetlands: impacts on surface water,NA,NA,1.1,Fish Ponds,Fish Ponds,2
Uwimana 2022,Fluxes and retention of sediment and nutrients in valley bottom fish and rice farms and wetlands: impacts on surface water,,Wetland Plots,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,,Stream/River,NA,Agriculture,N,Flow through,2012,Rwanda,,-2.583188241,29.75616823,monthly,1,1,0.06,Water,Constant,Constant,,Fluxes and retention of sediment and nutrients in valley bottom fish and rice farms and wetlands: impacts on surface water,3.56,69.23,1.37,Wetland Plots,Wetland Plots,2
Uwimana 2022,Fluxes and retention of sediment and nutrients in valley bottom fish and rice farms and wetlands: impacts on surface water,,Rice Plots,Palustrine,Unconsolidated Bottom,Permanently Flooded,Y,No data,No data,,Stream/River,NA,Agriculture,N,Flow through,2012,Rwanda,,-2.583188241,29.75616823,monthly,1,1,0.06,Water,Constant,Constant,,Fluxes and retention of sediment and nutrients in valley bottom fish and rice farms and wetlands: impacts on surface water,10.68,64.1,3.56,Rice Plots,Rice Plots,2
Valett 2005,Biogeochemical and metabolic responses to the flood pulse in a semiarid floodplain,10.1890/03-4091,Middle Rio Grande,Riverine - Lower Perennial,Forested,Intermittently Flooded,Y,No data,Mineral,,Stream/River,N/A,Floodplain,Y,Floodplain,1994,"US, New Mexico",,33.80347644,-106.8608147,event,3,1,10,Water,Event Sampling (then assume Constant,event,Percent is calculated to correct for groundwater loss of P. Event was a single artificial flood event in 1994,Biogeochemical and metabolic responses to the flood pulse in a semiarid floodplain,NA,NA,NA,Middle Rio Grande,Middle Rio Grande,4
Vellidis 2003,Nutrient transport in a restored riparian wetland,,Dairy Wetland,Palustrine,Forested,Intermittently Flooded,NA,No data,Mineral,,Runoff,NA,Agriculture,Y,Floodplain,1991,"US, Georgia",,31.47481378,-83.53082128,biweekly,1,5,5.6,Water,Event Sampling (then assume Constant,event,,Nutrient transport in a restored riparian wetland,2.08,74.04,1.54,Dairy Wetland,Dairy Wetland,3
Venterinke 2006,Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,,Woodlands,Riverine - Lower Perennial,Forested,Intermittently Flooded,N,No data,No data,,Stream/River,NA,Floodplain,NA,Floodplain,2001,Netherlands,,52.02,6.13,sediment,NA,1,,Sediment and veg,NA,NA,"Numbers don't all add up because they removed hay harvest from calculations of % p removal, sediment traps during flood, then scaled by number of floods",Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,0.34,3,0.21,Woodlands,Woodlands,4
Venterinke 2006,Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,,Semi-natural grasslands,Riverine - Lower Perennial,Floodplain meadow,Intermittently Flooded,N,No data,No data,,Stream/River,NA,Agriculture,NA,Floodplain,2001,Netherlands,,52.02,6.13,sediment,NA,1,,Sediment and veg,NA,NA,"Numbers don't all add up because they removed hay harvest from calculations of % p removal, sediment traps during flood, then scaled by number of floods",Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,0.42,20,0.42,Semi-natural grasslands,Semi-natural grasslands,4
Venterinke 2006,Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,,Reedbeds,Riverine - Lower Perennial,Emergent,Intermittently Flooded,N,No data,No data,,Stream/River,NA,Floodplain,NA,Floodplain,2001,Netherlands,,52.02,6.13,sediment,NA,1,,Sediment and veg,NA,NA,"Numbers don't all add up because they removed hay harvest from calculations of % p removal, sediment traps during flood, then scaled by number of floods",Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,0.95,28,0.57,Reedbeds,Reedbeds,4
Venterinke 2006,Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,,Ponds,Riverine - Lower Perennial,Emergent,Intermittently Flooded,N,No data,No data,,Stream/River,NA,Floodplain,NA,Floodplain,2001,Netherlands,,52.02,6.13,sediment,NA,1,,Sediment and veg,NA,NA,"Numbers don't all add up because they removed hay harvest from calculations of % p removal, sediment traps during flood, then scaled by number of floods",Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,2.6,6,1.56,Ponds,Ponds,4
Venterinke 2006,Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,https://www.jstor.org/stable/4620475,Ag Grasslands,Riverine - Lower Perennial,Floodplain meadow,Intermittently Flooded,N,No data,No data,,Stream/River,NA,Agriculture,NA,Floodplain,2001,Netherlands,,52.02,6.13,sediment,NA,1,,Sediment and veg,NA,NA,"Numbers don't all add up because they removed hay harvest from calculations of % p removal, sediment traps during flood, then scaled by number of floods",Importance of sediment deposition and denitrification for nutrient retention in floodplain wetlands,NA,27,NA,Ag Grasslands,Ag Grasslands,4
Vergeles 2016,Formation and properties of sediments in constructed wetlands for treatment of domestic wastewater,10.1080/1573062X.2014.993178,Bioplato,Palustrine,Emergent,Permanently Flooded,N,Neutral,Organic,WWT,Wastewater,3,Urban,N,Flow through,1998,Ukraine,,50.2022221,36.32179599,monthly,1,9,0.0634,Water,NA,NA,,Formation and properties of sediments in constructed wetlands for treatment of domestic wastewater,110.54,50,55.27,Bioplato,Bioplato,1
Vymazal 2011,Long-term performance of constructed wetlands with horizontal sub-surface flow: Ten case studies from the Czech Republic,,Spálené Po?í?í,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Urban,N,Flow through,1993,Czech Republic,,49.61487,13.61524,monthly,2,12,0.25,Water,NA,NA,,Long-term performance of constructed wetlands with horizontal sub-surface flow: Ten case studies from the Czech Republic,3.19,14.71,0.47,Spálené Po?í?í,Spálené Po?í?í,1
Vymazal 2011,Long-term performance of constructed wetlands with horizontal sub-surface flow: Ten case studies from the Czech Republic,,Olší,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Urban,N,Flow through,1996,Czech Republic,,49.42011,16.29177,monthly,2,11,0.216,Water,NA,NA,,Long-term performance of constructed wetlands with horizontal sub-surface flow: Ten case studies from the Czech Republic,3.51,34.74,1.22,Olší,Olší,1
Vymazal 2011,Long-term performance of constructed wetlands with horizontal sub-surface flow: Ten case studies from the Czech Republic,,Zásada,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Urban,N,Flow through,1995,Czech Republic,,50.6984,15.2734,monthly,1,12,0.1892,Water,NA,NA,,Long-term performance of constructed wetlands with horizontal sub-surface flow: Ten case studies from the Czech Republic,6.56,57.28,3.76,Zásada,Zásada,1
Vymazal 2011,Long-term performance of constructed wetlands with horizontal sub-surface flow: Ten case studies from the Czech Republic,10.1016/j.ecoleng.2009.11.028,Ond?ejov,Palustrine,Emergent,Saturated,Y,No data,Mineral,WWT,Wastewater,,Urban,N,Flow through,1991,Czech Republic,,49.90776,14.7796,monthly,1,10,0.086,Water,NA,NA,,Long-term performance of constructed wetlands with horizontal sub-surface flow: Ten case studies from the Czech Republic,344.7,67.87,233.95,Ond?ejov,Ond?ejov,1
Vymazal 2018,"Removal of nutrients, organics and suspended solids in vegetated agricultural drainage ditch",10.1016/j.ecoleng.2018.04.013,Ditch Year 1,Palustrine,Emergent,Intermittently Flooded,N,Neutral,No data,,Runoff,NA,Agriculture,N,Flow through,2015,Czech Republic,,49.72275758,14.43243276,biweekly,NA,2,0.036,Water,Constant,Constant,,"Removal of nutrients, organics and suspended solids in vegetated agricultural drainage ditch",3.48,52.6,1.83,Ditch Year 1,Ditch Year 1,3
Vymazal 2018,Treatment of a small stream impacted by agricultural drainage in a semi-constructed wetland,10.1016/j.scitotenv.2018.06.148,Experimental Wetland,Palustrine,Emergent,Intermittently Flooded,N,Neutral,Mineral,,Stream/River,1,Floodplain,N,Flow through,2014,Czech Republic,,49.88437715,14.91212151,biweekly,1,3,0.145,Water,Constant,Constant,,Treatment of a small stream impacted by agricultural drainage in a semi-constructed wetland,37.9,43.27,16.4,Experimental Wetland,Experimental Wetland,2
Waara 2019,Treatment of landfill leachate in a constructed free water surface wetland system over a decade - Identification of disturbance in process behaviour and removal of eutrophying substances and organic material,10.1016/j.jenvman.2019.109319,Atleverket wetland,Palustrine,Aquatic Bed,Permanently Flooded,Y,Alkaline,Mineral,WWT,Wastewater,13,Urban,N,,2003,Sweden,,59.2143436,15.21163186,monthly,3,10,8,Water,Constant,Constant,,Treatment of landfill leachate in a constructed free water surface wetland system over a decade - Identification of disturbance in process behaviour and removal of eutrophying substances and organic material,246,98.1,NA,Atleverket wetland,Atleverket wetland,1
Wahab 2003,Water quality and partial mass budget in extensive shrimp ponds in Bangladesh,10.1016/S0044-8486(03)00009-7,Gher Soladana,Palustrine,Emergent,Permanently Flooded,Y,Alkaline,No data,,Stream/River,1,Floodplain,N,Flow through,2001,Bangladesh,,22.82454182,89.54123292,bimonthly,NA,1,94,Water,Constant,Constant,,Water quality and partial mass budget in extensive shrimp ponds in Bangladesh,1.4,NA,NA,Gher Soladana,Gher Soladana,2
